log,summary
ERROR service=order-api upstream=session-store endpoint=/api/v1/orders code=500 elapsed_ms=14612 breaker=open,order-api opened its circuit breaker after session-store answered /api/v1/orders with 500 (latest attempt took 14612ms).
Failed to pull image for payment-worker: registry returned 404 while fetching tag v2.8.0. Retrying with backoff.,Deploying payment-worker failed because image tag v2.8.0 could not be pulled; the registry responded with 404 and the pull is backing off.
WARN service=geo-resolver queue=payments.retry redeliveries=5 action=dead_letter error=ValidationError,"After 5 failed deliveries to geo-resolver (ValidationError), the payments.retry message landed in the dead-letter queue."
[ERROR] catalog-api: 13 consecutive 502 responses from report-builder on /api/v1/orders; breaker opened,Repeated 502 errors from report-builder on /api/v1/orders tripped catalog-api's circuit breaker.
"[ALERT] session-store deployment stalled: image tag v4.18.8 could not be pulled, registry answered 502",Registry error 502 blocked session-store from pulling image tag v4.18.8.
Message on media.encode was redelivered 3 times and moved to the dead-letter queue. Consumer ledger-service raised JSONDecodeError in startContainer.,ledger-service could not process a media.encode message — JSONDecodeError in startContainer across 3 attempts sent it to the dead-letter queue.
"[ERROR] throttling active on /api/v1/orders: inventory-sync rejecting excess traffic with 429 (limit 120/min, retry after 15s)",Traffic to /api/v1/orders passed 120 requests per minute and inventory-sync began returning 429 (retry after 15s).
ERROR service=auth-gateway host=node-08 upstream=session-store dns=SERVFAIL,auth-gateway on node-08 cannot resolve its upstream session-store — DNS returned SERVFAIL.
feed-aggregator exited during startup: required environment variable DATABASE_URL is not set. syncReplica aborted with status 1.,feed-aggregator failed to start because the DATABASE_URL environment variable is missing; syncReplica exited with status 1.
[ALERT] consumer lag on emails.outbound: ledger-service is 20 messages behind; oldest message failed with ValidationError,"After 20 failed deliveries to ledger-service (ValidationError), the emails.outbound message landed in the dead-letter queue."
Upstream email-dispatcher returned 500 for /api/v1/reports after 29076ms. Circuit breaker in backup-agent is now open.,backup-agent opened its circuit breaker after email-dispatcher answered /api/v1/reports with 500 (latest attempt took 29076ms).
ERROR service=backup-agent fn=flushBuffer db_port=3306 code=61 msg=connection refused elapsed_ms=1284,A database connection failure hit backup-agent; error 61 in flushBuffer indicates the server on port 3306 refused the connection.
catalog-api could not connect to the database on port 9042. Error 2013 in resolveHost: connection refused after 1525ms.,A database connection failure hit catalog-api; error 2013 in resolveHost indicates the server on port 9042 refused the connection.
"[CRIT] throttling active on /api/v1/search: ledger-service rejecting excess traffic with 429 (limit 600/min, retry after 5s)",Traffic to /api/v1/search passed 600 requests per minute and ledger-service began returning 429 (retry after 5s).
notify-hub could not connect to the database on port 6379. Error 2002 in startContainer: connection refused after 3714ms.,A database connection failure hit notify-hub; error 2002 in startContainer indicates the server on port 6379 refused the connection.
ERROR service=thumbnail-worker host=worker-f mount=/srv/uploads used_pct=97 fn=buildIndex msg=no space left on device,"Volume /srv/uploads on worker-f filled to 97%, so thumbnail-worker can no longer write (buildIndex failed)."
Upstream thumbnail-worker returned 500 for /api/v1/search after 12887ms. Circuit breaker in payment-worker is now open.,"The thumbnail-worker upstream is failing /api/v1/search with 500, so payment-worker stopped sending traffic (breaker open)."
No space left on device: catalog-api on node-09 failed to write during syncReplica. Volume /var/log is at 99% capacity.,"node-09 ran out of disk on /var/log (99% used), breaking catalog-api's syncReplica."
FATAL service=geo-resolver fn=renewLease missing_env=TLS_CERT_PATH exit=1,A missing TLS_CERT_PATH value stopped geo-resolver from booting (renewLease exited 1).
WARN service=feed-aggregator endpoint=/api/v1/sessions code=403 reason=token_expired expired_min=664,The /api/v1/sessions call failed with 403: feed-aggregator saw credentials that lapsed 664 minutes ago.
Access denied for role migrator when feed-aggregator executed startContainer against table payments. Error 42501.,"Database permissions blocked feed-aggregator — role migrator cannot use table payments, so startContainer failed with error 42501."
WARN service=email-dispatcher endpoint=/api/v1/reports limit_per_min=300 code=429 retry_after_s=5,Traffic to /api/v1/reports passed 300 requests per minute and email-dispatcher began returning 429 (retry after 5s).
ERROR job=session-cleanup host=worker-c elapsed_s=2580 exit=1 last_step=writeSnapshot,"On worker-c, the session-cleanup job died in step writeSnapshot after 2580s (exit 1)."
Name resolution failed for upstream order-api: NXDOMAIN. auth-gateway cannot reach it from worker-e.,"The order-api hostname would not resolve (NXDOMAIN), blocking auth-gateway on worker-e."
ERROR service=geo-resolver host=node-02 upstream=search-indexer dns=SERVFAIL,geo-resolver on node-02 cannot resolve its upstream search-indexer — DNS returned SERVFAIL.
Client exceeded 300 requests per minute on /api/v1/sessions; session-store is responding 429 with retry-after 60s.,"session-store is throttling /api/v1/sessions: the 300-per-minute limit was exceeded, so callers get 429 with a 60s retry-after."
Client exceeded 120 requests per minute on /api/v1/sessions; media-encoder is responding 429 with retry-after 15s.,Rate limiting kicked in on /api/v1/sessions — over 120/min — and media-encoder now answers 429 with retry-after 15s.
[ERROR] auth-gateway: permission denied for batch_runner on orders during connectDb (error 1045),Error 1045 in connectDb: the batch_runner role used by auth-gateway has no access to orders.
Failed to pull image for webhook-relay: registry returned 403 while fetching tag v4.0.3. Retrying with backoff.,Registry error 403 blocked webhook-relay from pulling image tag v4.0.3.
"[ERROR] throttling active on /api/v1/uploads: inventory-sync rejecting excess traffic with 429 (limit 300/min, retry after 15s)","inventory-sync is throttling /api/v1/uploads: the 300-per-minute limit was exceeded, so callers get 429 with a 15s retry-after."
WARN service=search-indexer queue=reports.nightly redeliveries=15 action=dead_letter error=JSONDecodeError,A message on reports.nightly exhausted 15 redeliveries and was dead-lettered after search-indexer kept failing with JSONDecodeError in openChannel.
ERROR service=report-builder fn=flushBuffer tls=handshake_failed reason=certificate_expired expired_days=75,"report-builder has an expired TLS certificate (75 days past validity), causing handshake failures in flushBuffer."
Client exceeded 600 requests per minute on /api/v1/reports; report-builder is responding 429 with retry-after 5s.,"report-builder is throttling /api/v1/reports: the 600-per-minute limit was exceeded, so callers get 429 with a 5s retry-after."
WARN service=search-indexer queue=payments.retry redeliveries=3 action=dead_letter error=KeyError,"After 3 failed deliveries to search-indexer (KeyError), the payments.retry message landed in the dead-letter queue."
"[ALERT] metrics-flush did not complete: exit 1 after 1506s (step startContainer, worker-d)",The metrics-flush scheduled job failed on worker-d: it exited 1 after 1506s while running startContainer.
ERROR service=auth-gateway upstream=backup-agent endpoint=/api/v1/uploads code=500 elapsed_ms=9899 breaker=open,auth-gateway opened its circuit breaker after backup-agent answered /api/v1/uploads with 500 (latest attempt took 9899ms).
"[ALERT] invoice-rollup did not complete: exit 1 after 1999s (step acquireLock, worker-c)","invoice-rollup aborted with exit status 1 on worker-c; the failure happened 1999s in, during acquireLock."
Container auth-gateway on node-02 terminated unexpectedly. Exit code 137. Process openChannel exceeded the memory limit of 1024Mi.,auth-gateway on node-02 ran out of memory: openChannel crossed the 1024Mi limit and the container exited with code 137.
Query on payments from geo-resolver exceeded 15000ms and was cancelled. Statement timed out inside acquireLock.,The payments query issued by geo-resolver timed out at 15000ms inside acquireLock.
WARN service=inventory-sync table=sessions elapsed_ms=3000 fn=startContainer msg=statement timeout,A statement from inventory-sync against sessions ran past the 3000ms timeout and was cancelled in startContainer.
Request to /api/v1/search rejected with 403: the session token presented to geo-resolver expired 521 minutes ago.,An expired token (521 minutes past validity) caused geo-resolver to reject /api/v1/search with 403.
ERROR service=report-builder host=node-03 oom_killed=true limit=512Mi function=runMigration exit=137,report-builder on node-03 ran out of memory: runMigration crossed the 512Mi limit and the container exited with code 137.
